reg,tla,age_desc,x_gender_desc,all,all_risk_1,all_risk_2,all_risk_3,all_risk_4,all_risk_5,all_risk_6,Maori_risk_1,Maori_risk_2,Maori_risk_3,Maori_risk_4,Maori_risk_5,Maori_risk_6,European_risk_1,European_risk_2,European_risk_3,European_risk_4,European_risk_5,European_risk_6,Asian_risk_1,Asian_risk_2,Asian_risk_3,Asian_risk_4,Asian_risk_5,Asian_risk_6,Pacific_risk_1,Pacific_risk_2,Pacific_risk_3,Pacific_risk_4,Pacific_risk_5,Pacific_risk_6,Other_risk_1,Other_risk_2,Other_risk_3,Other_risk_4,Other_risk_5,Other_risk_6
Otago Region,Clutha District,20-24,Male,525,27,33,0,0,0,63,12,9,0,0,0,18,15,24,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otago Region,Dunedin City,00-05,All,7458,6480,981,360,63,0,0,573,306,117,18,0,0,5637,747,261,48,0,0,405,12,0,0,0,0,249,42,15,0,0,0,105,0,0,0,0,0
Otago Region,Dunedin City,00-05,Female,3582,3117,462,162,33,0,0,273,138,48,9,0,0,2706,360,123,27,0,0,192,0,0,0,0,0,132,18,6,0,0,0,51,0,0,0,0,0
Otago Region,Dunedin City,00-05,Male,3876,3363,516,195,30,0,0,297,171,72,12,0,0,2931,387,138,18,0,0,213,9,0,0,0,0,120,21,9,0,0,0,57,0,0,0,0,0
Otago Region,Dunedin City,06-14,All,10977,9726,1251,441,72,0,0,687,342,135,24,0,0,8640,987,339,51,0,0,402,27,6,0,0,0,330,66,18,0,0,0,84,0,0,0,0,0
Otago Region,Dunedin City,06-14,Female,5247,4638,606,207,36,0,0,288,171,66,12,0,0,4131,471,162,27,0,0,183,15,0,0,0,0,153,33,9,0,0,0,39,0,0,0,0,0
Otago Region,Dunedin City,06-14,Male,5733,5085,648,231,36,0,0,399,171,72,12,0,0,4509,516,177,27,0,0,216,12,0,0,0,0,177,33,6,0,0,0,45,0,0,0,0,0
Otago Region,Dunedin City,15-19,All,7551,147,345,60,282,342,849,21,48,18,72,90,162,123,303,42,213,249,684,0,0,0,0,0,15,6,12,0,15,12,36,0,0,0,0,0,0
Otago Region,Dunedin City,15-19,Female,3720,51,177,60,0,159,351,6,21,21,0,39,63,42,159,39,0,114,282,0,0,0,0,0,6,0,9,0,0,0,12,0,0,0,0,0,0
Otago Region,Dunedin City,15-19,Male,3831,99,168,0,279,183,498,15,30,0,75,54,99,81,147,0,216,135,405,0,0,0,0,0,9,0,0,0,12,9,21,0,0,0,0,0,0
Otago Region,Dunedin City,20-24,All,11331,261,228,96,111,144,756,66,57,15,30,9,159,198,174,87,90,126,606,0,0,0,0,0,9,18,12,0,0,0,33,0,0,0,0,0,0
Otago Region,Dunedin City,20-24,Female,5643,36,81,57,108,48,279,9,24,12,30,0,60,27,63,54,87,45,228,0,0,0,0,0,0,0,6,0,0,0,12,0,0,0,0,0,0
Otago Region,Dunedin City,20-24,Male,5682,225,147,39,0,93,477,54,33,0,0,6,96,168,114,33,0,84,378,0,0,0,0,0,6,15,9,0,0,0,24,0,0,0,0,0,0
Otago Region,Queenstown-Lakes District,00-05,All,2247,2205,42,0,0,0,0,105,15,0,0,0,0,1983,33,0,0,0,0,153,0,0,0,0,0,30,0,0,0,0,0,69,0,0,0,0,0
Otago Region,Queenstown-Lakes District,00-05,Female,1080,1059,21,0,0,0,0,48,6,0,0,0,0,948,18,0,0,0,0,72,0,0,0,0,0,15,0,0,0,0,0,33,0,0,0,0,0
Otago Region,Queenstown-Lakes District,00-05,Male,1167,1146,18,0,0,0,0,57,9,0,0,0,0,1035,15,0,0,0,0,84,0,0,0,0,0,15,0,0,0,0,0,36,0,0,0,0,0
Otago Region,Queenstown-Lakes District,06-14,All,2640,2583,57,15,0,0,0,132,12,0,0,0,0,2337,48,12,0,0,0,126,0,0,0,0,0,36,0,0,0,0,0,27,0,0,0,0,0
Otago Region,Queenstown-Lakes District,06-14,Female,1326,1302,27,9,0,0,0,57,0,0,0,0,0,1185,24,9,0,0,0,66,0,0,0,0,0,15,0,0,0,0,0,12,0,0,0,0,0
Otago Region,Queenstown-Lakes District,06-14,Male,1311,1281,30,9,0,0,0,75,6,0,0,0,0,1152,24,6,0,0,0,60,0,0,0,0,0,21,0,0,0,0,0,15,0,0,0,0,0
Otago Region,Queenstown-Lakes District,15-19,All,1248,6,30,0,30,12,69,0,0,0,6,0,15,9,24,0,24,9,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otago Region,Queenstown-Lakes District,15-19,Female,609,0,15,0,0,9,27,0,0,0,0,0,0,0,15,0,0,6,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otago Region,Queenstown-Lakes District,15-19,Male,639,0,15,0,30,0,42,0,0,0,6,0,9,0,9,0,24,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otago Region,Queenstown-Lakes District,20-24,All,1272,24,30,0,0,0,57,0,9,0,0,0,12,21,24,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otago Region,Queenstown-Lakes District,20-24,Female,588,0,12,0,0,0,21,0,0,0,0,0,6,0,12,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otago Region,Queenstown-Lakes District,20-24,Male,684,21,18,0,0,0,39,0,0,0,0,0,0,21,12,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otago Region,Waitaki District,00-05,All,1215,1038,177,66,12,0,0,75,42,18,6,0,0,858,147,57,9,0,0,36,0,0,0,0,0,129,15,0,0,0,0,6,0,0,0,0,0
Otago Region,Waitaki District,00-05,Female,600,504,99,42,9,0,0,33,21,9,0,0,0,417,87,36,6,0,0,15,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0
Otago Region,Waitaki District,00-05,Male,612,534,75,24,0,0,0,42,21,6,0,0,0,444,60,21,0,0,0,18,0,0,0,0,0,69,9,0,0,0,0,0,0,0,0,0,0
Otago Region,Waitaki District,06-14,All,1716,1509,210,63,9,0,0,123,33,12,0,0,0,1296,177,54,9,0,0,48,0,0,0,0,0,102,12,0,0,0,0,9,0,0,0,0,0
Otago Region,Waitaki District,06-14,Female,849,759,90,27,0,0,0,54,12,0,0,0,0,660,75,21,0,0,0,21,0,0,0,0,0,42,6,0,0,0,0,0,0,0,0,0,0
Otago Region,Waitaki District,06-14,Male,870,750,120,39,6,0,0,66,21,9,0,0,0,636,99,30,0,0,0,27,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0
Otago Region,Waitaki District,15-19,All,1206,15,63,15,42,54,132,0,9,0,6,6,18,15,54,15,33,45,114,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
Otago Region,Waitaki District,15-19,Female,549,0,27,15,0,24,51,0,0,0,0,0,9,0,24,12,0,21,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otago Region,Waitaki District,15-19,Male,657,9,36,0,39,30,81,0,0,0,9,0,9,9,27,0,33,27,69,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
Otago Region,Waitaki District,20-24,All,993,54,45,9,24,18,138,12,6,0,0,0,24,45,42,9,18,12,114,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0
Otago Region,Waitaki District,20-24,Female,453,12,15,9,24,6,54,0,0,0,0,0,9,9,15,6,18,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otago Region,Waitaki District,20-24,Male,540,42,30,0,0,9,87,9,6,0,0,0,18,33,27,0,0,6,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Southland Region,Gore District,00-05,All,948,801,147,45,6,0,0,111,72,27,0,0,0,705,87,27,0,0,0,21,0,0,0,0,0,9,0,0,0,0,0,6,0,0,0,0,0
Southland Region,Gore District,00-05,Female,456,387,66,27,0,0,0,60,33,15,0,0,0,336,45,12,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
Southland Region,Gore District,00-05,Male,495,414,81,21,0,0,0,54,42,12,0,0,0,366,45,12,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Southland Region,Gore District,06-14,All,1407,1197,213,72,9,0,0,120,87,42,0,0,0,1065,150,39,6,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Southland Region,Gore District,06-14,Female,681,576,105,42,6,0,0,57,42,24,0,0,0,513,69,21,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Southland Region,Gore District,06-14,Male,726,618,108,30,0,0,0,63,45,15,0,0,0,552,81,18,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Southland Region,Gore District,15-19,All,897,21,27,6,51,36,117,0,6,0,21,15,39,18,24,6,30,24,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Southland Region,Gore District,15-19,Female,438,6,15,9,0,18,42,0,0,0,0,9,12,0,15,6,0,12,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Southland Region,Gore District,15-19,Male,459,15,12,0,51,18,75,0,0,0,21,0,27,15,9,0,27,12,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Southland Region,Gore District,20-24,All,801,36,51,0,18,9,111,12,15,0,9,0,30,21,39,0,15,9,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Southland Region,Gore District,20-24,Female,351,0,18,0,18,0,42,0,6,0,6,0,12,0,15,0,12,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Southland Region,Gore District,20-24,Male,450,30,33,0,0,9,72,15,6,0,0,0,21,21,24,0,0,9,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Southland Region,Invercargill City,00-05,All,4272,3420,852,342,66,0,0,540,327,126,27,0,0,2940,600,234,45,0,0,120,0,0,0,0,0,204,51,21,0,0,0,24,0,0,0,0,0
Southland Region,Invercargill City,00-05,Female,2028,1620,411,165,36,0,0,255,159,63,12,0,0,1407,294,114,27,0,0,57,0,0,0,0,0,87,21,9,0,0,0,9,0,0,0,0,0
Southland Region,Invercargill City,00-05,Male,2238,1800,441,174,33,0,0,288,171,63,15,0,0,1530,306,120,21,0,0,63,0,0,0,0,0,117,30,12,0,0,0,12,0,0,0,0,0
Southland Region,Invercargill City,06-14,All,6027,5001,1023,366,57,0,0,738,384,132,15,0,0,4284,741,267,45,0,0,126,0,0,0,0,0,222,54,21,0,0,0,33,0,0,0,0,0
Southland Region,Invercargill City,06-14,Female,2934,2409,525,186,27,0,0,348,198,69,0,0,0,2034,372,132,24,0,0,66,0,0,0,0,0,126,27,15,0,0,0,9,0,0,0,0,0
Southland Region,Invercargill City,06-14,Male,3093,2592,498,180,30,0,0,390,186,63,9,0,0,2250,366,135,21,0,0,57,0,0,0,0,0,99,27,6,0,0,0,24,0,0,0,0,0
Southland Region,Invercargill City,15-19,All,3492,126,180,57,267,225,591,27,51,15,81,78,168,102,135,42,192,159,438,0,0,0,0,0,0,0,0,0,9,6,18,0,0,0,0,0,0
Southland Region,Invercargill City,15-19,Female,1695,42,87,57,0,108,210,12,24,15,0,39,60,33,69,42,0,78,159,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
Southland Region,Invercargill City,15-19,Male,1797,84,90,0,267,114,378,15,27,0,81,39,108,69,66,0,189,81,276,0,0,0,0,0,0,0,0,0,9,0,12,0,0,0,0,0,0
Southland Region,Invercargill City,20-24,All,3723,237,237,27,114,90,645,81,66,6,45,15,192,168,192,24,84,78,495,0,0,0,0,0,0,9,6,0,0,0,18,0,0,0,0,0,0
Southland Region,Invercargill City,20-24,Female,1812,36,81,21,114,45,249,15,27,6,45,9,78,21,66,18,81,42,192,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0
Southland Region,Invercargill City,20-24,Male,1914,201,156,6,0,45,396,69,39,0,0,9,114,144,126,6,0,36,306,0,0,0,0,0,0,9,0,0,0,0,12,0,0,0,0,0,0
Southland Region,Southland District,00-05,All,2463,2256,207,66,12,0,0,192,72,24,0,0,0,2019,159,51,9,0,0,123,0,0,0,0,0,27,0,0,0,0,0,24,0,0,0,0,0
Southland Region,Southland District,00-05,Female,1197,1092,102,33,6,0,0,87,33,15,0,0,0,963,81,24,6,0,0,66,0,0,0,0,0,15,0,0,0,0,0,9,0,0,0,0,0
Southland Region,Southland District,00-05,Male,1266,1164,105,33,0,0,0,105,42,9,0,0,0,1050,78,27,0,0,0,57,0,0,0,0,0,12,0,0,0,0,0,12,0,0,0,0,0
Southland Region,Southland District,06-14,All,3624,3324,303,54,9,0,0,312,87,15,0,0,0,3015,237,39,6,0,0,72,0,0,0,0,0,39,0,0,0,0,0,18,0,0,0,0,0
Southland Region,Southland District,06-14,Female,1758,1605,153,27,9,0,0,141,45,0,0,0,0,1461,120,24,0,0,0,36,0,0,0,0,0,18,0,0,0,0,0,12,0,0,0,0,0
Southland Region,Southland District,06-14,Male,1866,1719,150,27,0,0,0,174,42,9,0,0,0,1551,120,18,0,0,0,36,0,0,0,0,0,18,0,0,0,0,0,9,0,0,0,0,0
Southland Region,Southland District,15-19,All,1917,42,48,18,90,60,207,0,12,6,27,15,45,39,39,12,72,45,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Southland Region,Southland District,15-19,Female,897,15,21,18,0,36,69,0,6,6,0,12,18,12,18,15,0,24,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Southland Region,Southland District,15-19,Male,1020,30,27,0,87,24,138,0,0,0,27,6,27,27,21,0,69,21,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Southland Region,Southland District,20-24,All,1635,54,60,9,18,9,138,15,15,0,6,0,33,39,45,6,12,6,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Southland Region,Southland District,20-24,Female,729,0,15,0,18,0,42,0,0,0,6,0,12,0,12,0,12,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Southland Region,Southland District,20-24,Male,906,48,45,0,0,0,96,12,12,0,0,0,24,36,33,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Taranaki Region,New Plymouth District,00-05,All,6249,5364,882,285,45,0,0,1005,492,171,24,0,0,4428,522,150,24,0,0,309,6,0,0,0,0,156,30,9,0,0,0,57,0,0,0,0,0
Taranaki Region,New Plymouth District,00-05,Female,3000,2559,438,138,24,0,0,465,252,78,12,0,0,2133,252,75,12,0,0,147,0,0,0,0,0,72,15,0,0,0,0,30,0,0,0,0,0
Taranaki Region,New Plymouth District,00-05,Male,3246,2802,444,144,21,0,0,540,240,90,12,0,0,2295,273,78,12,0,0,165,0,0,0,0,0,81,18,0,0,0,0,30,0,0,0,0,0
Taranaki Region,New Plymouth District,06-14,All,8955,7749,1203,414,63,0,0,1281,666,264,42,0,0,6405,642,195,27,0,0,279,0,0,0,0,0,198,45,18,0,0,0,66,0,0,0,0,0
Taranaki Region,New Plymouth District,06-14,Female,4371,3765,606,213,33,0,0,606,336,135,21,0,0,3117,324,102,18,0,0,138,0,0,0,0,0,93,24,9,0,0,0,36,0,0,0,0,0
Taranaki Region,New Plymouth District,06-14,Male,4584,3987,597,201,30,0,0,678,330,126,21,0,0,3291,318,93,12,0,0,144,0,0,0,0,0,105,21,6,0,0,0,33,0,0,0,0,0
Taranaki Region,New Plymouth District,15-19,All,5070,120,213,66,264,297,714,30,75,30,123,153,279,96,156,42,162,171,477,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0
Taranaki Region,New Plymouth District,15-19,Female,2448,48,81,69,0,135,258,6,24,30,0,69,102,42,63,42,0,72,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Taranaki Region,New Plymouth District,15-19,Male,2625,75,129,0,264,162,453,21,51,0,123,81,180,54,93,0,162,96,306,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0
Taranaki Region,New Plymouth District,20-24,All,4488,183,195,36,114,93,570,96,84,12,60,18,246,105,120,27,72,72,363,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0
Taranaki Region,New Plymouth District,20-24,Female,2076,21,63,21,114,36,216,9,24,6,60,0,84,12,42,15,69,33,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Taranaki Region,New Plymouth District,20-24,Male,2412,162,135,18,0,54,354,87,60,6,0,12,159,90,81,12,0,42,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Taranaki Region,South Taranaki District,00-05,All,2502,2043,462,156,27,0,0,552,318,108,18,0,0,1623,225,69,12,0,0,66,0,0,0,0,0,39,12,0,0,0,0,15,0,0,0,0,0
Taranaki Region,South Taranaki District,00-05,Female,1209,984,228,75,12,0,0,249,156,54,9,0,0,792,108,30,0,0,0,27,0,0,0,0,0,18,0,0,0,0,0,9,0,0,0,0,0
Taranaki Region,South Taranaki District,00-05,Male,1296,1059,234,81,12,0,0,306,159,54,9,0,0,831,117,39,0,0,0,39,0,0,0,0,0,24,9,0,0,0,0,6,0,0,0,0,0
Taranaki Region,South Taranaki District,06-14,All,3570,2913,657,240,33,0,0,771,405,165,21,0,0,2304,330,108,15,0,0,57,0,0,0,0,0,45,21,0,0,0,0,21,0,0,0,0,0
Taranaki Region,South Taranaki District,06-14,Female,1713,1404,306,105,12,0,0,369,192,69,9,0,0,1092,147,48,0,0,0,27,0,0,0,0,0,24,12,0,0,0,0,12,0,0,0,0,0
Taranaki Region,South Taranaki District,06-14,Male,1857,1509,348,138,18,0,0,402,213,96,12,0,0,1212,177,60,9,0,0,30,0,0,0,0,0,18,6,0,0,0,0,6,0,0,0,0,0
Taranaki Region,South Taranaki District,15-19,All,1941,42,87,39,111,123,285,12,36,21,54,75,141,30,57,18,66,51,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Taranaki Region,South Taranaki District,15-19,Female,945,18,36,39,0,66,123,0,15,21,0,42,60,15,24,18,0,27,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Taranaki Region,South Taranaki District,15-19,Male,996,21,48,0,111,60,162,9,18,0,54,33,78,15,33,0,66,30,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Taranaki Region,South Taranaki District,20-24,All,1746,75,102,18,51,30,246,45,57,12,27,6,129,36,48,6,30,24,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Taranaki Region,South Taranaki District,20-24,Female,789,15,27,9,45,9,87,9,15,6,24,0,42,9,15,0,27,6,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Taranaki Region,South Taranaki District,20-24,Male,957,63,78,9,0,21,159,39,45,0,0,0,87,27,33,0,0,18,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Taranaki Region,Stratford District,00-05,All,774,654,123,36,9,0,0,105,51,12,0,0,0,582,96,30,6,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Taranaki Region,Stratford District,00-05,Female,381,324,57,15,0,0,0,54,24,0,0,0,0,291,45,12,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Taranaki Region,Stratford District,00-05,Male,396,333,63,21,6,0,0,54,24,9,0,0,0,291,54,18,6,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Taranaki Region,Stratford District,06-14,All,1164,1017,150,42,9,0,0,117,66,15,0,0,0,930,99,30,9,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Taranaki Region,Stratford District,06-14,Female,582,516,66,21,0,0,0,60,24,9,0,0,0,468,48,15,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Taranaki Region,Stratford District,06-14,Male,582,501,81,21,0,0,0,54,39,6,0,0,0,459,54,18,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Taranaki Region,Stratford District,15-19,All,669,21,21,12,42,36,99,0,9,6,21,18,39,15,18,9,24,24,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Taranaki Region,Stratford District,15-19,Female,336,9,9,12,0,24,39,0,0,6,0,12,18,9,6,9,0,18,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Taranaki Region,Stratford District,15-19,Male,333,12,15,0,42,12,60,0,0,0,21,6,24,9,12,0,27,6,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Taranaki Region,Stratford District,20-24,All,612,27,21,0,12,9,63,12,0,0,0,0,18,15,15,0,9,9,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Taranaki Region,Stratford District,20-24,Female,306,0,0,0,12,0,24,0,0,0,0,0,0,0,0,0,9,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Taranaki Region,Stratford District,20-24,Male,306,24,15,0,0,0,42,9,0,0,0,0,15,15,12,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tasman Region,Tasman District,00-05,All,3141,2856,282,114,33,0,0,327,102,45,12,0,0,2673,228,93,24,0,0,99,6,0,0,0,0,57,12,0,0,0,0,18,0,0,0,0,0
Tasman Region,Tasman District,00-05,Female,1497,1365,135,51,12,0,0,159,51,18,0,0,0,1281,102,42,12,0,0,45,0,0,0,0,0,24,6,0,0,0,0,0,0,0,0,0,0
Tasman Region,Tasman District,00-05,Male,1641,1497,150,63,18,0,0,168,54,24,9,0,0,1392,126,51,15,0,0,57,0,0,0,0,0,36,0,0,0,0,0,12,0,0,0,0,0
Tasman Region,Tasman District,06-14,All,5826,5268,558,189,45,0,0,516,192,69,24,0,0,4917,423,144,27,0,0,111,6,0,0,0,0,57,18,0,0,0,0,27,0,0,0,0,0
Tasman Region,Tasman District,06-14,Female,2865,2613,252,93,18,0,0,255,84,30,12,0,0,2430,198,72,9,0,0,63,0,0,0,0,0,21,9,0,0,0,0,15,0,0,0,0,0
Tasman Region,Tasman District,06-14,Male,2964,2658,306,93,24,0,0,261,108,39,12,0,0,2487,225,72,15,0,0,48,0,0,0,0,0,33,9,0,0,0,0,9,0,0,0,0,0
Tasman Region,Tasman District,15-19,All,3171,81,135,30,99,123,342,15,27,12,30,45,87,66,114,18,78,84,270,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0
Tasman Region,Tasman District,15-19,Female,1458,30,69,27,0,63,150,0,15,12,0,27,39,24,57,18,0,39,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tasman Region,Tasman District,15-19,Male,1716,51,63,0,99,60,192,9,15,0,30,18,48,45,57,0,75,42,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tasman Region,Tasman District,20-24,All,2223,57,93,9,39,39,219,21,24,0,9,0,60,45,78,6,36,36,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tasman Region,Tasman District,20-24,Female,999,6,30,0,39,21,90,0,9,0,9,0,21,0,24,0,33,21,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tasman Region,Tasman District,20-24,Male,1221,51,63,0,0,18,132,18,15,0,0,0,39,42,54,0,0,15,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Waikato Region,Hamilton City,00-05,All,13905,11592,2313,915,180,0,0,2493,1518,636,132,0,0,6879,816,309,60,0,0,1752,45,9,0,0,0,831,123,42,6,0,0,360,39,6,0,0,0
Waikato Region,Hamilton City,00-05,Female,6666,5577,1086,438,81,0,0,1167,708,300,63,0,0,3294,387,150,18,0,0,837,24,0,0,0,0,408,57,21,0,0,0,177,9,0,0,0,0
Waikato Region,Hamilton City,00-05,Male,7242,6015,1227,477,99,0,0,1326,810,336,66,0,0,3588,429,159,42,0,0,912,21,6,0,0,0,423,69,21,0,0,0,186,27,0,0,0,0
Waikato Region,Hamilton City,06-14,All,17196,14355,2841,1122,207,0,0,3066,1866,777,141,0,0,8670,930,366,75,0,0,1713,48,9,0,0,0,882,144,45,9,0,0,417,42,0,0,0,0
Waikato Region,Hamilton City,06-14,Female,8487,7125,1362,534,96,0,0,1482,861,348,60,0,0,4362,450,183,36,0,0,861,24,0,0,0,0,423,81,30,6,0,0,216,18,0,0,0,0
Waikato Region,Hamilton City,06-14,Male,8709,7227,1479,588,111,0,0,1587,1008,426,81,0,0,4311,477,183,36,0,0,855,24,6,0,0,0,456,63,18,0,0,0,201,24,0,0,0,0
Waikato Region,Hamilton City,15-19,All,9882,240,357,219,555,819,1533,96,156,129,345,549,864,132,210,84,186,258,627,15,0,0,0,9,27,12,12,9,24,24,57,6,0,6,6,0,21
Waikato Region,Hamilton City,15-19,Female,4791,87,180,219,0,423,672,30,66,129,0,276,369,48,117,84,0,138,291,6,0,0,0,6,12,6,0,12,0,9,21,0,0,6,0,0,9
Waikato Region,Hamilton City,15-19,Male,5088,153,180,0,555,396,864,66,90,0,345,273,495,81,90,0,183,120,330,9,0,0,0,0,15,6,9,0,24,12,33,0,0,0,6,0,9
Waikato Region,Hamilton City,20-24,All,12582,327,369,138,303,237,1248,198,204,54,198,81,672,120,156,90,117,147,573,0,0,0,0,9,21,18,21,0,12,6,54,0,0,0,0,0,12
Waikato Region,Hamilton City,20-24,Female,6474,42,123,72,291,105,567,30,81,33,192,33,324,12,57,45,114,66,267,0,0,0,0,0,9,0,0,0,12,0,18,0,0,0,0,0,0
Waikato Region,Hamilton City,20-24,Male,6108,285,243,66,12,135,681,168,123,21,6,51,348,108,102,42,0,78,306,0,0,0,0,0,12,15,18,0,0,0,36,0,0,0,0,0,6
Waikato Region,Hauraki District,00-05,All,1377,1053,327,114,27,0,0,297,192,72,12,0,0,786,156,51,15,0,0,33,6,0,0,0,0,30,9,0,0,0,0,6,0,0,0,0,0
Waikato Region,Hauraki District,00-05,Female,666,510,159,60,12,0,0,156,99,36,0,0,0,369,75,24,0,0,0,15,0,0,0,0,0,12,6,0,0,0,0,0,0,0,0,0,0
Waikato Region,Hauraki District,00-05,Male,711,543,168,57,15,0,0,141,96,33,6,0,0,417,81,27,9,0,0,18,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0
Waikato Region,Hauraki District,06-14,All,2145,1713,435,156,42,0,0,351,246,99,27,0,0,1341,219,72,15,0,0,42,0,0,0,0,0,36,6,0,0,0,0,6,0,0,0,0,0
Waikato Region,Hauraki District,06-14,Female,1065,852,213,72,21,0,0,174,114,48,9,0,0,678,114,33,9,0,0,15,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0
Waikato Region,Hauraki District,06-14,Male,1083,858,222,84,21,0,0,177,132,54,18,0,0,663,108,39,9,0,0,27,0,0,0,0,0,21,6,0,0,0,0,0,0,0,0,0,0
Waikato Region,Hauraki District,15-19,All,1281,51,69,24,72,102,213,12,21,9,36,45,81,33,51,18,36,54,129,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
Waikato Region,Hauraki District,15-19,Female,633,18,36,24,0,48,90,0,12,9,0,21,33,15,27,18,0,24,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Waikato Region,Hauraki District,15-19,Male,651,33,33,0,69,54,123,12,9,0,36,24,45,18,24,0,36,30,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
