reg,tla,age_desc,x_gender_desc,all,all_risk_1,all_risk_2,all_risk_3,all_risk_4,all_risk_5,all_risk_6,Maori_risk_1,Maori_risk_2,Maori_risk_3,Maori_risk_4,Maori_risk_5,Maori_risk_6,European_risk_1,European_risk_2,European_risk_3,European_risk_4,European_risk_5,European_risk_6,Asian_risk_1,Asian_risk_2,Asian_risk_3,Asian_risk_4,Asian_risk_5,Asian_risk_6,Pacific_risk_1,Pacific_risk_2,Pacific_risk_3,Pacific_risk_4,Pacific_risk_5,Pacific_risk_6,Other_risk_1,Other_risk_2,Other_risk_3,Other_risk_4,Other_risk_5,Other_risk_6
Wellington Region,Lower Hutt City,15-19,All,6750,120,276,108,240,405,840,39,132,63,144,261,444,72,159,54,96,177,417,9,0,0,0,0,18,15,33,12,42,60,123,0,0,0,0,0,6
Wellington Region,Lower Hutt City,15-19,Female,3300,42,141,111,0,201,360,12,66,63,0,135,192,27,84,54,0,93,186,0,0,0,0,0,6,6,15,12,0,24,48,0,0,0,0,0,0
Wellington Region,Lower Hutt City,15-19,Male,3447,78,135,0,237,201,477,30,66,0,141,129,249,48,78,0,96,84,228,0,0,0,0,0,9,12,15,0,42,36,75,0,0,0,0,0,0
Wellington Region,Lower Hutt City,20-24,All,6993,156,234,45,168,123,675,90,129,15,90,27,324,57,120,33,78,87,345,0,0,0,0,9,15,21,24,6,24,12,81,0,0,0,0,0,0
Wellington Region,Lower Hutt City,20-24,Female,3477,18,69,27,162,51,288,12,36,9,84,12,135,0,33,18,75,36,147,0,0,0,0,0,6,0,9,0,24,0,39,0,0,0,0,0,0
Wellington Region,Lower Hutt City,20-24,Male,3516,138,165,18,0,75,387,78,93,6,0,15,189,51,84,15,0,51,198,0,0,0,0,0,9,15,15,0,0,9,39,0,0,0,0,0,0
Wellington Region,Masterton District,00-05,All,1758,1365,390,165,39,0,0,339,246,99,27,0,0,1140,225,99,21,0,0,36,0,0,0,0,0,75,21,6,0,0,0,9,0,0,0,0,0
Wellington Region,Masterton District,00-05,Female,828,630,198,84,18,0,0,153,120,51,15,0,0,528,111,51,12,0,0,18,0,0,0,0,0,27,12,0,0,0,0,6,0,0,0,0,0
Wellington Region,Masterton District,00-05,Male,930,735,195,81,18,0,0,183,123,48,12,0,0,612,111,51,9,0,0,18,0,0,0,0,0,48,9,0,0,0,0,0,0,0,0,0,0
Wellington Region,Masterton District,06-14,All,2745,2244,501,207,36,0,0,483,297,135,27,0,0,1875,285,111,15,0,0,54,0,0,0,0,0,111,42,15,0,0,0,12,0,0,0,0,0
Wellington Region,Masterton District,06-14,Female,1371,1116,255,108,15,0,0,228,150,69,12,0,0,945,153,63,9,0,0,33,0,0,0,0,0,45,21,6,0,0,0,9,0,0,0,0,0
Wellington Region,Masterton District,06-14,Male,1374,1128,246,99,18,0,0,255,147,66,15,0,0,933,135,51,6,0,0,21,0,0,0,0,0,66,21,9,0,0,0,0,0,0,0,0,0
Wellington Region,Masterton District,15-19,All,1653,57,99,24,90,141,300,15,36,6,48,72,123,45,75,24,48,75,198,0,0,0,0,0,0,0,0,0,0,9,12,0,0,0,0,0,0
Wellington Region,Masterton District,15-19,Female,810,21,54,27,0,72,129,0,15,6,0,33,51,18,45,21,0,39,93,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0
Wellington Region,Masterton District,15-19,Male,846,39,45,0,93,72,171,12,21,0,51,39,75,27,27,0,45,39,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wellington Region,Masterton District,20-24,All,1467,45,84,30,54,45,237,18,48,6,24,9,93,24,48,24,33,36,153,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0
Wellington Region,Masterton District,20-24,Female,717,0,24,12,54,27,114,0,15,0,27,6,45,0,18,9,33,24,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wellington Region,Masterton District,20-24,Male,747,39,60,18,0,18,123,18,33,0,0,0,51,21,33,15,0,15,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wellington Region,Porirua City,00-05,All,5508,4638,870,282,48,0,0,1074,522,186,39,0,0,2658,291,96,21,0,0,336,21,9,0,0,0,1482,357,105,15,0,0,54,6,0,0,0,0
Wellington Region,Porirua City,00-05,Female,2697,2277,420,138,27,0,0,522,249,87,18,0,0,1320,132,48,9,0,0,150,9,0,0,0,0,714,183,57,12,0,0,21,0,0,0,0,0
Wellington Region,Porirua City,00-05,Male,2811,2364,450,141,24,0,0,555,273,99,18,0,0,1338,159,51,9,0,0,186,15,0,0,0,0,768,177,51,0,0,0,33,0,0,0,0,0
Wellington Region,Porirua City,06-14,All,7467,6336,1128,381,51,0,0,1314,639,234,36,0,0,3570,309,105,12,0,0,351,24,6,0,0,0,1908,462,147,18,0,0,84,0,0,0,0,0
Wellington Region,Porirua City,06-14,Female,3660,3117,543,183,27,0,0,633,303,111,15,0,0,1737,153,54,9,0,0,171,15,6,0,0,0,936,222,72,12,0,0,33,0,0,0,0,0
Wellington Region,Porirua City,06-14,Male,3804,3222,585,201,24,0,0,678,336,126,18,0,0,1833,156,54,6,0,0,180,9,0,0,0,0,972,240,72,0,0,0,48,0,0,0,0,0
Wellington Region,Porirua City,15-19,All,3924,78,141,66,177,246,546,24,78,24,87,132,249,42,57,27,51,78,204,0,0,0,0,0,6,15,36,21,63,75,171,0,0,0,0,0,6
Wellington Region,Porirua City,15-19,Female,1908,24,72,66,0,120,222,9,36,24,0,66,105,9,27,27,0,36,81,0,0,0,0,0,0,0,15,24,0,39,60,0,0,0,0,0,0
Wellington Region,Porirua City,15-19,Male,2013,54,66,0,177,126,327,18,39,0,90,69,147,33,27,0,51,42,123,0,0,0,0,0,0,9,18,0,63,36,105,0,0,0,0,0,0
Wellington Region,Porirua City,20-24,All,3801,102,144,21,117,81,423,57,75,9,75,24,222,24,48,12,39,39,141,0,0,0,0,0,0,33,42,0,36,24,132,0,0,0,0,0,0
Wellington Region,Porirua City,20-24,Female,1941,12,54,12,114,33,198,9,39,6,72,9,117,0,21,6,39,21,75,0,0,0,0,0,0,0,12,0,36,12,57,0,0,0,0,0,0
Wellington Region,Porirua City,20-24,Male,1860,90,90,12,0,48,228,48,39,0,0,15,105,21,24,0,0,21,69,0,0,0,0,0,0,30,27,0,0,15,72,0,0,0,0,0,0
Wellington Region,South Wairarapa District,00-05,All,729,630,99,27,0,0,0,108,51,18,0,0,0,573,63,15,0,0,0,12,0,0,0,0,0,15,9,0,0,0,0,0,0,0,0,0,0
Wellington Region,South Wairarapa District,00-05,Female,378,330,48,12,0,0,0,42,27,6,0,0,0,309,27,6,0,0,0,9,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
Wellington Region,South Wairarapa District,00-05,Male,351,300,51,15,0,0,0,69,24,9,0,0,0,264,36,9,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
Wellington Region,South Wairarapa District,06-14,All,1065,942,126,42,9,0,0,132,66,21,0,0,0,843,78,27,6,0,0,18,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0
Wellington Region,South Wairarapa District,06-14,Female,495,429,63,21,0,0,0,54,30,12,0,0,0,390,39,12,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
Wellington Region,South Wairarapa District,06-14,Male,570,513,60,21,0,0,0,75,30,12,0,0,0,453,39,15,0,0,0,18,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
Wellington Region,South Wairarapa District,15-19,All,612,12,30,9,30,36,87,0,12,0,15,18,33,12,21,6,18,24,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wellington Region,South Wairarapa District,15-19,Female,294,6,15,12,0,21,36,0,0,0,0,0,9,6,12,6,0,15,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wellington Region,South Wairarapa District,15-19,Male,321,6,15,0,30,18,48,0,6,0,15,12,24,6,9,0,18,6,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wellington Region,South Wairarapa District,20-24,All,420,12,24,9,12,6,54,0,6,0,6,0,18,6,18,6,9,6,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wellington Region,South Wairarapa District,20-24,Female,198,0,12,0,12,0,30,0,0,0,6,0,9,0,9,0,9,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wellington Region,South Wairarapa District,20-24,Male,222,9,12,0,0,0,24,0,0,0,0,0,9,0,9,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wellington Region,Upper Hutt City,00-05,All,3249,2874,375,123,21,0,0,522,198,72,12,0,0,2322,240,72,12,0,0,264,12,0,0,0,0,213,45,12,0,0,0,48,0,0,0,0,0
Wellington Region,Upper Hutt City,00-05,Female,1587,1416,171,51,12,0,0,270,87,30,6,0,0,1152,114,33,6,0,0,138,9,0,0,0,0,108,21,0,0,0,0,15,0,0,0,0,0
Wellington Region,Upper Hutt City,00-05,Male,1662,1455,204,72,12,0,0,252,111,45,6,0,0,1173,123,39,9,0,0,123,0,0,0,0,0,108,24,9,0,0,0,33,0,0,0,0,0
Wellington Region,Upper Hutt City,06-14,All,4728,4209,519,168,24,0,0,567,267,108,12,0,0,3381,303,96,15,0,0,291,12,0,0,0,0,309,39,12,0,0,0,75,0,0,0,0,0
Wellington Region,Upper Hutt City,06-14,Female,2256,2019,237,75,12,0,0,273,117,45,0,0,0,1623,135,42,6,0,0,144,9,0,0,0,0,138,21,0,0,0,0,36,0,0,0,0,0
Wellington Region,Upper Hutt City,06-14,Male,2475,2190,285,93,12,0,0,294,147,60,6,0,0,1761,171,51,6,0,0,144,0,0,0,0,0,168,21,9,0,0,0,36,0,0,0,0,0
Wellington Region,Upper Hutt City,15-19,All,2859,60,90,42,78,120,312,9,24,18,39,63,111,51,78,27,42,63,207,0,0,0,0,0,0,0,9,9,0,12,30,0,0,0,0,0,0
Wellington Region,Upper Hutt City,15-19,Female,1380,21,54,39,0,63,138,0,15,18,0,33,51,18,42,27,0,33,93,0,0,0,0,0,0,0,0,9,0,9,21,0,0,0,0,0,0
Wellington Region,Upper Hutt City,15-19,Male,1479,39,39,0,81,63,171,6,6,0,39,33,60,33,33,0,42,33,114,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0
Wellington Region,Upper Hutt City,20-24,All,2631,66,78,27,48,45,246,30,39,6,21,12,99,39,45,21,24,33,156,0,0,0,0,0,0,0,9,0,0,0,21,0,0,0,0,0,0
Wellington Region,Upper Hutt City,20-24,Female,1287,12,18,12,48,15,99,0,12,0,21,0,36,9,9,9,24,15,66,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0
Wellington Region,Upper Hutt City,20-24,Male,1341,54,57,15,0,30,150,27,27,0,0,6,63,33,33,12,0,18,90,0,0,0,0,0,0,0,6,0,0,0,12,0,0,0,0,0,0
Wellington Region,Wellington City,00-05,All,13536,12957,579,171,33,0,0,978,276,99,21,0,0,9498,276,87,15,0,0,2322,27,0,0,0,0,795,111,33,9,0,0,462,45,0,0,0,0
Wellington Region,Wellington City,00-05,Female,6639,6378,261,72,18,0,0,444,117,39,9,0,0,4701,111,33,6,0,0,1137,9,0,0,0,0,381,57,15,0,0,0,216,21,0,0,0,0
Wellington Region,Wellington City,00-05,Male,6897,6579,318,99,15,0,0,534,156,60,12,0,0,4794,162,54,6,0,0,1182,18,0,0,0,0,414,54,15,0,0,0,249,21,0,0,0,0
Wellington Region,Wellington City,06-14,All,18414,17706,708,213,30,0,0,1281,294,111,12,0,0,13140,336,102,18,0,0,2661,42,0,0,0,0,1053,165,42,0,0,0,456,24,6,0,0,0
Wellington Region,Wellington City,06-14,Female,9102,8763,339,93,9,0,0,660,135,45,0,0,0,6519,159,42,0,0,0,1317,21,0,0,0,0,519,81,24,0,0,0,201,18,0,0,0,0
Wellington Region,Wellington City,06-14,Male,9312,8943,369,117,21,0,0,624,159,66,9,0,0,6621,180,60,15,0,0,1347,24,0,0,0,0,534,84,18,0,0,0,255,9,0,0,0,0
Wellington Region,Wellington City,15-19,All,10653,153,213,60,192,228,636,18,60,21,72,117,192,111,153,33,102,114,396,21,9,0,0,9,42,6,12,6,24,21,51,0,9,0,6,0,18
Wellington Region,Wellington City,15-19,Female,5193,54,96,60,0,99,237,9,27,21,0,54,78,39,72,33,0,48,150,9,0,0,0,0,15,0,0,9,0,12,18,0,0,0,0,0,6
Wellington Region,Wellington City,15-19,Male,5460,99,114,0,195,126,399,9,30,0,69,63,111,72,81,0,105,63,249,15,0,0,0,6,24,0,9,0,21,9,36,0,0,0,6,0,12
Wellington Region,Wellington City,20-24,All,16275,114,141,45,69,147,489,45,48,15,36,15,144,60,78,33,45,117,321,0,0,0,0,12,18,9,21,6,6,0,42,6,0,0,0,0,15
Wellington Region,Wellington City,20-24,Female,8544,12,30,21,69,60,183,9,18,9,36,6,69,9,12,18,42,51,126,0,0,0,0,0,9,0,0,0,9,0,15,0,0,0,0,0,0
Wellington Region,Wellington City,20-24,Male,7731,102,111,24,0,84,306,36,30,6,0,9,75,57,69,15,0,66,198,0,0,0,0,6,9,9,18,0,0,0,30,6,0,0,0,0,12
West Coast Region,Buller District,00-05,All,690,579,111,33,0,0,0,69,27,9,0,0,0,534,99,30,0,0,0,27,0,0,0,0,0,9,0,0,0,0,0,6,0,0,0,0,0
West Coast Region,Buller District,00-05,Female,330,276,54,18,0,0,0,36,12,0,0,0,0,261,45,15,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Coast Region,Buller District,00-05,Male,360,300,60,18,0,0,0,30,15,0,0,0,0,276,54,15,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Coast Region,Buller District,06-14,All,966,825,141,54,0,0,0,87,45,21,0,0,0,759,117,42,0,0,0,21,0,0,0,0,0,15,0,0,0,0,0,12,0,0,0,0,0
West Coast Region,Buller District,06-14,Female,474,414,60,18,0,0,0,39,18,9,0,0,0,375,45,12,0,0,0,12,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0
West Coast Region,Buller District,06-14,Male,492,411,84,36,0,0,0,48,27,12,0,0,0,384,72,30,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0
West Coast Region,Buller District,15-19,All,585,12,33,6,30,36,93,0,0,0,9,12,24,12,33,6,27,27,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Coast Region,Buller District,15-19,Female,294,0,18,6,0,12,33,0,0,0,0,6,12,0,15,9,0,9,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Coast Region,Buller District,15-19,Male,294,9,18,0,30,24,60,0,0,0,9,0,12,9,18,0,24,18,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Coast Region,Buller District,20-24,All,573,21,39,9,9,9,81,0,6,0,0,0,18,18,36,9,6,6,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Coast Region,Buller District,20-24,Female,240,0,9,0,6,0,24,0,0,0,0,0,6,0,9,0,6,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Coast Region,Buller District,20-24,Male,333,21,33,0,0,6,60,0,0,0,0,0,12,18,27,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Coast Region,Grey District,00-05,All,1095,915,180,78,21,0,0,111,57,27,9,0,0,852,156,69,15,0,0,27,0,0,0,0,0,24,0,0,0,0,0,9,0,0,0,0,0
West Coast Region,Grey District,00-05,Female,546,453,93,42,12,0,0,60,30,15,0,0,0,420,81,36,9,0,0,9,0,0,0,0,0,12,0,0,0,0,0,6,0,0,0,0,0
West Coast Region,Grey District,00-05,Male,546,459,84,36,9,0,0,51,27,12,0,0,0,432,78,30,6,0,0,15,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0
West Coast Region,Grey District,06-14,All,1404,1185,222,72,21,0,0,162,57,15,9,0,0,1110,204,63,18,0,0,24,0,0,0,0,0,18,6,0,0,0,0,21,0,0,0,0,0
West Coast Region,Grey District,06-14,Female,654,549,105,33,9,0,0,75,24,0,0,0,0,513,99,30,9,0,0,12,0,0,0,0,0,9,0,0,0,0,0,6,0,0,0,0,0
West Coast Region,Grey District,06-14,Male,750,639,114,39,12,0,0,87,30,12,6,0,0,597,105,33,12,0,0,12,0,0,0,0,0,9,0,0,0,0,0,12,0,0,0,0,0
West Coast Region,Grey District,15-19,All,927,27,69,12,60,54,153,0,21,0,15,21,45,24,63,9,48,42,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Coast Region,Grey District,15-19,Female,432,9,30,12,0,21,54,0,9,0,0,9,18,9,24,9,0,15,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Coast Region,Grey District,15-19,Male,498,15,42,0,57,30,99,0,12,0,12,12,24,12,39,0,48,27,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Coast Region,Grey District,20-24,All,894,33,54,12,24,15,126,9,12,0,0,6,27,24,48,12,24,9,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Coast Region,Grey District,20-24,Female,435,6,18,9,24,9,57,0,0,0,0,0,6,0,15,6,24,6,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Coast Region,Grey District,20-24,Male,459,24,36,0,0,6,69,9,12,0,0,0,18,21,33,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Coast Region,Westland District,00-05,All,519,468,54,18,0,0,0,75,18,9,0,0,0,429,45,18,0,0,0,21,0,0,0,0,0,9,0,0,0,0,0,6,0,0,0,0,0
West Coast Region,Westland District,00-05,Female,255,228,27,9,0,0,0,36,9,0,0,0,0,210,21,6,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Coast Region,Westland District,00-05,Male,264,237,27,9,0,0,0,39,12,0,0,0,0,216,24,9,0,0,0,12,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
West Coast Region,Westland District,06-14,All,765,675,87,33,0,0,0,117,36,18,0,0,0,627,69,24,0,0,0,15,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
West Coast Region,Westland District,06-14,Female,366,324,42,18,0,0,0,45,15,6,0,0,0,303,36,12,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Coast Region,Westland District,06-14,Male,396,354,45,15,0,0,0,72,21,12,0,0,0,324,30,12,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Coast Region,Westland District,15-19,All,432,6,21,6,24,30,66,0,9,0,12,18,30,9,15,0,12,21,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Coast Region,Westland District,15-19,Female,210,0,12,6,0,18,30,0,0,0,0,9,15,0,9,0,0,12,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Coast Region,Westland District,15-19,Male,225,0,9,0,24,15,36,0,0,0,9,9,15,0,6,0,12,9,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Coast Region,Westland District,20-24,All,369,12,18,0,6,0,39,9,9,0,0,0,21,9,12,0,6,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Coast Region,Westland District,20-24,Female,174,0,0,0,9,0,15,0,0,0,0,0,9,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Coast Region,Westland District,20-24,Male,198,9,12,0,0,0,27,6,0,0,0,0,12,6,9,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
